Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
GDP_gross,RSAM,trillion*usd/yr,2.98887,3.60045,4.25277,4.93856,5.65685,6.41803,7.22222,8.07173,8.96471,9.89347,10.8449,11.809,12.7875,13.7825,14.7823,15.7772,16.8252,17.9139,18.9459,19.8463,20.6238,21.3009,21.8754,22.3419,22.7066,22.9727,23.1194
GDP_gross,NAF,trillion*usd/yr,1.38627,1.79415,2.27231,2.7866,3.34023,3.94283,4.5959,5.29924,6.05442,6.85805,7.68552,8.51472,9.34948,10.1961,11.0486,11.9026,12.7867,13.696,14.5525,15.2946,15.9311,16.482,16.9459,17.3189,17.6067,17.8121,17.9179
GDP_gross,WAF,trillion*usd/yr,1.18514,1.67989,2.32363,3.14378,4.20727,5.58853,7.36758,9.62648,12.4465,15.8996,20.0386,24.9011,30.4708,36.7456,43.8084,51.6609,59.9694,68.2336,75.8862,82.5195,88.2291,93.1721,97.3419,100.71,103.327,105.211,106.203
GDP_gross,EAF,trillion*usd/yr,0.533812,0.738504,1.00685,1.35174,1.80631,2.40686,3.18524,4.17357,5.41104,6.9367,8.78443,10.9797,13.5186,16.4092,19.7143,23.4496,27.4056,31.3227,34.9351,38.0622,40.7515,43.0765,45.0354,46.616,47.8419,48.7226,49.1827
GDP_gross,SAF,trillion*usd/yr,0.66943,0.818609,0.977536,1.13713,1.29882,1.46358,1.63307,1.80877,1.99038,2.17656,2.36375,2.54843,2.7294,2.90522,3.07159,3.22641,3.38855,3.5615,3.72684,3.87099,3.99537,4.1039,4.19619,4.27125,4.33009,4.37321,4.39739
GDP_gross,WEU,trillion*usd/yr,14.33,15.3239,16.4918,17.7577,19.1386,20.6254,22.2007,23.8558,25.6183,27.5052,29.4523,31.395,33.3448,35.325,37.3245,39.3287,41.446,43.6475,45.7273,47.5403,49.1047,50.4651,51.6181,52.5539,53.2856,53.8195,54.1151
GDP_gross,CEU,trillion*usd/yr,2.48099,2.82045,3.17579,3.51891,3.84117,4.13505,4.4115,4.6854,4.97198,5.27869,5.58165,5.85734,6.11149,6.35617,6.60102,6.85267,7.12403,7.40583,7.67189,7.90481,8.10655,8.28232,8.43161,8.55321,8.64873,8.71893,8.75869
GDP_gross,TUR,trillion*usd/yr,1.35505,1.62654,1.90386,2.18857,2.48332,2.79036,3.10773,3.43315,3.76661,4.1074,4.44941,4.78695,5.12082,5.45216,5.77822,6.09807,6.43188,6.77898,7.10823,7.39494,7.64201,7.85684,8.03874,8.18601,8.30069,8.3838,8.42881
GDP_gross,UKR,trillion*usd/yr,0.514806,0.614037,0.724449,0.83739,0.947405,1.05241,1.15825,1.27146,1.39593,1.53211,1.66834,1.79387,1.9125,2.02971,2.14453,2.25564,2.37299,2.4966,2.61413,2.71667,2.8052,2.88237,2.94791,3.0012,3.04295,3.07352,3.09061
GDP_gross,STAN,trillion*usd/yr,0.589091,0.801526,1.0187,1.22791,1.41954,1.58746,1.73403,1.86591,2.00183,2.15612,2.31551,2.46498,2.60906,2.75575,2.90587,3.05844,3.22051,3.3884,3.54709,3.6856,3.80525,3.90935,3.99761,4.06925,4.12526,4.1661,4.18866
GDP_gross,RUS,trillion*usd/yr,2.95513,3.47507,3.99506,4.48949,4.91583,5.25069,5.55101,5.87957,6.25965,6.69113,7.1181,7.49107,7.82987,8.1624,8.49123,8.81586,9.1681,9.54091,9.89469,10.2044,10.4727,10.7069,10.9062,11.069,11.1972,11.2919,11.3464
GDP_gross,ME,trillion*usd/yr,3.70371,4.54383,5.45384,6.41653,7.40382,8.39684,9.40984,10.4652,11.5915,12.807,14.0841,15.3944,16.7465,18.1527,19.61,21.1118,22.6999,24.3335,25.8681,27.2021,28.3503,29.3456,30.1859,30.8646,31.3917,31.772,31.9749
GDP_gross,INDIA,trillion*usd/yr,6.85778,9.4322,12.3954,15.6926,19.344,23.3724,27.7496,32.4393,37.4132,42.6274,47.9707,53.3388,58.6979,64.014,69.197,74.205,79.3705,84.7425,89.8496,94.2904,98.114,101.441,104.261,106.544,108.323,109.614,110.312
GDP_gross,KOR,trillion*usd/yr,1.89921,2.22638,2.52978,2.78133,2.99344,3.17582,3.33066,3.45877,3.56199,3.64353,3.71118,3.7723,3.82847,3.87899,3.91993,3.949,3.98168,4.02196,4.0615,4.09596,4.12569,4.15189,4.17444,4.19306,4.20797,4.21933,4.22653
GDP_gross,CHN,trillion*usd/yr,24.5335,33.2609,41.2246,47.527,52.6224,57.026,60.543,62.9854,64.7447,66.2186,67.3769,68.1314,68.5448,68.7108,68.7185,68.649,68.6775,68.8,68.923,69.034,69.1333,69.2242,69.3067,69.3804,69.446,69.5042,69.556
GDP_gross,SEAS,trillion*usd/yr,2.99228,3.7862,4.6472,5.55171,6.51391,7.55104,8.65809,9.82649,11.0558,12.3442,13.6754,15.0308,16.3998,17.7756,19.1512,20.5227,21.9516,23.4255,24.8155,26.0205,27.0543,27.9487,28.7017,29.3066,29.7725,30.104,30.2734
GDP_gross,INDO,trillion*usd/yr,1.74058,2.39159,3.11314,3.87775,4.68143,5.52407,6.3952,7.28139,8.16938,9.04763,9.91001,10.7544,11.5883,12.4163,13.2259,14.01,14.8266,15.6784,16.4867,17.1883,17.7909,18.3133,18.754,19.1085,19.3822,19.5776,19.6786
GDP_gross,JAP,trillion*usd/yr,4.30036,4.51371,4.70755,4.84482,4.94936,5.06083,5.18609,5.32505,5.47161,5.61863,5.75912,5.88886,6.01396,6.14082,6.26871,6.39617,6.53925,6.69277,6.83782,6.96465,7.07435,7.16985,7.25091,7.31687,7.36862,7.40662,7.42817
GDP_gross,OCE,trillion*usd/yr,1.16657,1.33443,1.50339,1.67081,1.84101,2.02349,2.21657,2.41754,2.63335,2.86832,3.11274,3.35725,3.59941,3.83724,4.0705,4.30092,4.54483,4.79929,5.0405,5.25098,5.43274,5.59098,5.72519,5.83415,5.91934,5.98147,6.01579
GDP_gross,RSAS,trillion*usd/yr,1.345,1.78066,2.30944,2.93513,3.68377,4.58254,5.64469,6.88274,8.31909,9.97453,11.8549,13.9553,16.2528,18.733,21.4286,24.354,27.4324,30.5301,33.411,35.9084,38.0559,39.9143,41.4812,42.7459,43.7274,44.4338,44.806
GDP_gross,RSAF,trillion*usd/yr,0.480387,0.627302,0.796241,0.996217,1.25673,1.60969,2.07625,2.67487,3.42653,4.35182,5.469,6.7929,8.32703,10.0808,12.0929,14.369,16.7984,19.2103,21.4324,23.3558,25.0095,26.4387,27.6424,28.6136,29.367,29.9084,30.1918
GDP_net,CAN,trillion*usd/yr,1.53652,1.68681,1.82811,1.93633,2.08393,2.26628,2.44944,2.62304,2.80251,3.00593,3.23051,3.4695,3.71497,3.95764,4.18972,4.40466,4.77883,5.14271,5.40888,5.6404,5.83966,6.01257,6.15873,6.27688,6.36874,6.43517,6.47106
GDP_net,USA,trillion*usd/yr,16.4132,18.2878,19.9864,21.1434,21.6887,22.8602,23.9984,25.1483,26.3515,27.6258,28.9007,30.1018,31.2213,32.261,33.2148,34.0902,36.2458,38.33,39.5434,40.602,41.5161,42.3128,42.99,43.542,43.9761,44.2966,44.4814
GDP_net,MEX,trillion*usd/yr,1.94717,2.27858,2.6197,2.96373,3.35308,3.77565,4.23133,4.71678,5.22879,5.76556,6.32947,6.92356,7.5434,8.18274,8.83939,9.50865,10.4544,11.3601,12.1207,12.7829,13.3537,13.8489,14.2675,14.6062,14.8698,15.0605,15.1633
GDP_net,RCAM,trillion*usd/yr,1.00029,1.21223,1.44602,1.71322,2.01273,2.3504,2.7238,3.12987,3.57072,4.04979,4.56689,5.1207,5.70809,6.3248,6.96755,7.63089,8.5956,9.5088,10.286,10.9628,11.5465,12.0532,12.4818,12.829,13.0995,13.2957,13.402
GDP_net,BRA,trillion*usd/yr,2.69705,3.15888,3.60343,3.96594,4.24915,4.61409,5.00447,5.42217,5.85155,6.26845,6.65868,7.01239,7.35856,7.7412,8.14075,8.50798,9.124,9.70933,10.1537,10.542,10.8778,11.1698,11.4174,11.6185,11.7759,11.891,11.9551
GDP_net,RSAM,trillion*usd/yr,2.98887,3.58943,4.20807,4.83048,5.43233,6.11602,6.83438,7.62549,8.47096,9.32362,10.167,11.0047,11.8533,12.7275,13.602,14.4435,15.8063,17.0989,18.1314,19.0318,19.8091,20.4856,21.0592,21.525,21.8894,22.1553,22.3026
GDP_net,NAF,trillion*usd/yr,1.38627,1.77731,2.23911,2.73315,3.26304,3.83778,4.45692,5.11785,5.82136,6.56469,7.32541,8.08407,8.84345,9.60695,10.3679,11.1212,12.0867,13.0564,13.8476,14.5291,15.1099,15.609,16.0255,16.356,16.6063,16.7792,16.8589
GDP_net,WAF,trillion*usd/yr,1.18514,1.65831,2.27928,3.07608,4.11244,5.45091,7.17254,9.37273,12.1221,15.4571,19.4144,24.0335,29.2662,35.1269,41.7731,49.2329,57.6941,66.069,73.605,80.1443,85.7802,90.6656,94.7936,98.1361,100.741,102.627,103.636
GDP_net,EAF,trillion*usd/yr,0.533812,0.733669,0.995581,1.33222,1.7763,2.36272,3.12203,4.08528,5.29009,6.77322,8.5652,10.6869,13.1128,15.8761,19.0604,22.6986,26.6602,30.6405,34.1824,37.2524,39.8961,42.1844,44.1151,45.6762,46.8904,47.7664,48.2305
GDP_net,SAF,trillion*usd/yr,0.66943,0.814001,0.954863,1.08757,1.23642,1.38433,1.53344,1.68742,1.8469,2.01097,2.17577,2.33707,2.49316,2.64206,2.77934,2.90261,3.1458,3.37574,3.53954,3.6823,3.80544,3.91283,4.0041,4.07832,4.13647,4.1791,4.20305
GDP_net,WEU,trillion*usd/yr,14.33,15.3032,16.3709,17.31,18.6134,19.9936,21.4334,22.9338,24.5337,26.2598,28.035,29.7775,31.5193,33.3091,35.0973,36.813,39.6794,42.4646,44.5299,46.332,47.8889,49.2453,50.3975,51.3356,52.0722,52.6137,52.9199
GDP_net,CEU,trillion*usd/yr,2.48099,2.81499,3.14784,3.4269,3.72509,3.99489,4.24646,4.49292,4.74991,5.02623,5.2991,5.54607,5.77504,5.9995,6.22222,6.44056,6.83964,7.20975,7.4802,7.71699,7.92214,8.10108,8.25331,8.37758,8.47553,8.54797,8.58976
GDP_net,TUR,trillion*usd/yr,1.35505,1.61699,1.86759,2.1399,2.42187,2.71373,3.01226,3.31457,3.62148,3.93385,4.2458,4.55112,4.84945,5.14102,5.42547,5.70492,6.13537,6.54264,6.86571,7.14646,7.38776,7.59681,7.77303,7.91485,8.02437,8.10265,8.14337
GDP_net,UKR,trillion*usd/yr,0.514806,0.612056,0.70756,0.810198,0.910103,1.00617,1.10301,1.20438,1.31524,1.43868,1.56296,1.67574,1.78034,1.88218,1.97942,2.06958,2.23945,2.39966,2.51689,2.61921,2.70762,2.78474,2.85033,2.90375,2.94571,2.97658,2.99408
GDP_net,STAN,trillion*usd/yr,0.589091,0.793203,0.999186,1.20059,1.38542,1.54784,1.68828,1.81094,1.93629,2.08151,2.22903,2.35743,2.47665,2.60425,2.7389,2.8733,3.09324,3.29868,3.45789,3.59679,3.71671,3.82107,3.90956,3.9814,4.03758,4.07858,4.1013
GDP_net,RUS,trillion*usd/yr,2.95513,3.45303,3.83575,4.27138,4.65751,4.9592,5.22782,5.51943,5.8521,6.22372,6.59352,6.92889,7.23507,7.51796,7.78547,8.04965,8.64922,9.19064,9.55297,9.87053,10.1459,10.3861,10.5905,10.7575,10.8892,10.9867,11.0434
GDP_net,ME,trillion*usd/yr,3.70371,4.52076,5.32873,6.24578,7.18108,8.11842,9.0689,10.0503,11.0909,12.2105,13.3817,14.5747,15.7913,17.0356,18.3056,19.5985,21.5271,23.4256,24.8989,26.1782,27.2774,28.2282,29.0286,29.6727,30.1702,30.5257,30.7104
GDP_net,INDIA,trillion*usd/yr,6.85778,9.33762,12.1961,15.3615,18.8521,22.6781,26.8045,31.1956,35.8193,40.628,45.5242,50.4256,55.2969,60.0922,64.7343,69.1972,75.4233,81.391,86.386,90.7289,94.4675,97.7187,100.472,102.7,104.435,105.692,106.37
GDP_net,KOR,trillion*usd/yr,1.89921,2.21582,2.47805,2.6379,2.81907,2.97865,3.11085,3.21749,3.30096,3.36485,3.41749,3.46661,3.51236,3.55182,3.57947,3.59179,3.72065,3.82915,3.87045,3.90604,3.93635,3.96272,3.98507,4.00311,4.01713,4.02731,4.03305
GDP_net,CHN,trillion*usd/yr,24.5335,33.1299,40.5723,45.7778,49.9689,53.9024,56.9863,59.0705,60.5395,61.7754,62.7594,63.4121,63.7544,63.8199,63.6716,63.3808,64.9241,66.2055,66.3548,66.4838,66.5943,66.691,66.7746,66.8449,66.9033,66.9511,66.9891
GDP_net,SEAS,trillion*usd/yr,2.99228,3.74123,4.53488,5.38003,6.27669,7.23974,8.2584,9.31734,10.4179,11.5643,12.7356,13.9065,15.0806,16.2712,17.4536,18.5907,20.2097,21.7785,23.0405,24.1246,25.0449,25.8327,26.4866,27.0012,27.3855,27.6447,27.7537
GDP_net,INDO,trillion*usd/yr,1.74058,2.37042,3.0237,3.73772,4.48268,5.26121,6.05962,6.85816,7.64325,8.40724,9.14956,9.87376,10.5829,11.2726,11.9318,12.5568,13.5606,14.5007,15.2405,15.8768,16.4173,16.8804,17.265,17.5676,17.7934,17.9455,18.0092
GDP_net,JAP,trillion*usd/yr,4.30036,4.50337,4.67188,4.72969,4.72269,4.80568,4.89855,5.00203,5.11266,5.22647,5.33754,5.44105,5.53804,5.62889,5.7139,5.79444,6.09042,6.35034,6.49385,6.61885,6.72649,6.81972,6.89834,6.96177,7.01095,7.04636,7.06543
GDP_net,OCE,trillion*usd/yr,1.16657,1.33118,1.49231,1.63013,1.73835,1.88523,2.06389,2.25871,2.46341,2.66791,2.87735,3.10288,3.33135,3.54094,3.73388,3.92099,4.25397,4.5677,4.80671,5.01493,5.19445,5.35047,5.48256,5.58959,5.67304,5.73369,5.76692
GDP_net,RSAS,trillion*usd/yr,1.345,1.76996,2.28585,2.89526,3.62366,4.49635,5.52435,6.71798,8.09766,9.68242,11.475,13.4502,15.6054,17.9371,20.4829,23.2632,26.4098,29.6725,32.4602,34.8794,36.9623,38.7668,40.2907,41.5231,42.4823,43.1756,43.5459
GDP_net,RSAF,trillion*usd/yr,0.480387,0.623488,0.784171,0.974887,1.22347,1.56526,2.02053,2.6037,3.3326,4.22419,5.29335,6.55255,8.00523,9.66213,11.5553,13.6802,16.2101,18.7199,20.8818,22.7553,24.3683,25.7643,26.9422,27.8951,28.6368,29.1729,29.4584
investments,CAN,trillion*usd/yr,0.32267,0.35423,0.383903,0.40663,0.437626,0.475918,0.514383,0.550839,0.588527,0.631246,0.678407,0.728594,0.780144,0.831104,0.87984,0.924979,1.00355,1.07997,1.13586,1.18448,1.22633,1.26264,1.29333,1.31814,1.33743,1.35139,1.35892
investments,USA,trillion*usd/yr,3.44678,3.84044,4.19715,4.44011,4.55463,4.80065,5.03966,5.28115,5.53381,5.80141,6.06915,6.32137,6.55647,6.7748,6.97511,7.15895,7.61163,8.0493,8.30411,8.52643,8.71838,8.88569,9.02791,9.14381,9.23498,9.30229,9.3411
investments,MEX,trillion*usd/yr,0.408907,0.478502,0.550138,0.622382,0.704147,0.792887,0.88858,0.990523,1.09805,1.21077,1.32919,1.45395,1.58411,1.71837,1.85627,1.99682,2.19543,2.38563,2.54535,2.6844,2.80427,2.90827,2.99618,3.0673,3.12265,3.16271,3.18429
investments,RCAM,trillion*usd/yr,0.21006,0.254569,0.303663,0.359777,0.422674,0.493583,0.571998,0.657272,0.749851,0.850457,0.959046,1.07535,1.1987,1.32821,1.46319,1.60249,1.80508,1.99685,2.16007,2.30219,2.42477,2.53118,2.62118,2.69408,2.7509,2.7921,2.81441
investments,BRA,trillion*usd/yr,0.566381,0.663366,0.756721,0.832848,0.892321,0.968959,1.05094,1.13866,1.22883,1.31637,1.39832,1.4726,1.5453,1.62565,1.70956,1.78668,1.91604,2.03896,2.13228,2.21382,2.28433,2.34566,2.39764,2.43988,2.47294,2.4971,2.51057
investments,RSAM,trillion*usd/yr,0.627662,0.75378,0.883695,1.0144,1.14079,1.28437,1.43522,1.60135,1.7789,1.95796,2.13506,2.31099,2.4892,2.67277,2.85642,3.03313,3.31933,3.59078,3.8076,3.99668,4.15991,4.30197,4.42244,4.52026,4.59677,4.65261,4.68356
investments,NAF,trillion*usd/yr,0.291117,0.373235,0.470213,0.573961,0.685239,0.805933,0.935953,1.07475,1.22248,1.37858,1.53834,1.69766,1.85712,2.01746,2.17726,2.33545,2.5382,2.74184,2.90799,3.05112,3.17308,3.27788,3.36534,3.43476,3.48732,3.52362,3.54037
investments,WAF,trillion*usd/yr,0.248879,0.348245,0.47865,0.645976,0.863612,1.14469,1.50623,1.96827,2.54564,3.24599,4.07702,5.04704,6.1459,7.37664,8.77234,10.3389,12.1158,13.8745,15.457,16.8303,18.0138,19.0398,19.9067,20.6086,21.1556,21.5516,21.7636
investments,EAF,trillion*usd/yr,0.1121,0.15407,0.209072,0.279766,0.373023,0.496172,0.655627,0.857908,1.11092,1.42238,1.79869,2.24424,2.7537,3.33398,4.00269,4.7667,5.59865,6.4345,7.1783,7.823,8.37818,8.85873,9.26418,9.592,9.84697,10.031,10.1284
investments,SAF,trillion*usd/yr,0.14058,0.17094,0.200521,0.228389,0.259649,0.29071,0.322022,0.354358,0.38785,0.422305,0.456911,0.490785,0.523563,0.554833,0.583661,0.609547,0.660619,0.708906,0.743304,0.773284,0.799143,0.821695,0.840861,0.856446,0.868659,0.877611,0.882641
investments,WEU,trillion*usd/yr,3.00929,3.21366,3.43789,3.6351,3.90881,4.19865,4.50102,4.81609,5.15207,5.51455,5.88736,6.25328,6.61905,6.99491,7.37044,7.73073,8.33267,8.91757,9.35127,9.72973,10.0567,10.3415,10.5835,10.7805,10.9352,11.0489,11.1132
investments,CEU,trillion*usd/yr,0.521008,0.591148,0.661047,0.71965,0.78227,0.838927,0.891756,0.943513,0.997482,1.05551,1.11281,1.16467,1.21276,1.2599,1.30667,1.35252,1.43633,1.51405,1.57084,1.62057,1.66365,1.70123,1.73319,1.75929,1.77986,1.79507,1.80385
investments,TUR,trillion*usd/yr,0.28456,0.339568,0.392194,0.449379,0.508593,0.569882,0.632574,0.69606,0.760511,0.826109,0.891618,0.955735,1.01838,1.07961,1.13935,1.19803,1.28843,1.37396,1.4418,1.50076,1.55143,1.59533,1.63234,1.66212,1.68512,1.70156,1.71011
investments,UKR,trillion*usd/yr,0.108109,0.128532,0.148588,0.170141,0.191122,0.211296,0.231632,0.25292,0.2762,0.302122,0.328222,0.351906,0.373872,0.395257,0.415678,0.434612,0.470284,0.503928,0.528546,0.550034,0.568599,0.584795,0.598568,0.609787,0.618599,0.625081,0.628756
investments,STAN,trillion*usd/yr,0.123709,0.166573,0.209829,0.252123,0.290938,0.325047,0.354539,0.380297,0.406621,0.437118,0.468096,0.49506,0.520097,0.546892,0.57517,0.603392,0.649581,0.692723,0.726156,0.755326,0.780509,0.802424,0.821007,0.836094,0.847891,0.856501,0.861274
investments,RUS,trillion*usd/yr,0.620578,0.725136,0.805507,0.89699,0.978077,1.04143,1.09784,1.15908,1.22894,1.30698,1.38464,1.45507,1.51937,1.57877,1.63495,1.69043,1.81634,1.93004,2.00612,2.07281,2.13064,2.18109,2.22402,2.25908,2.28674,2.30722,2.31911
investments,ME,trillion*usd/yr,0.77778,0.94936,1.11903,1.31161,1.50803,1.70487,1.90447,2.11056,2.3291,2.5642,2.81015,3.0607,3.31618,3.57748,3.84417,4.11569,4.5207,4.91938,5.22878,5.49741,5.72826,5.92792,6.09601,6.23126,6.33573,6.4104,6.44917
investments,INDIA,trillion*usd/yr,1.44013,1.9609,2.56118,3.22592,3.95893,4.7624,5.62895,6.55109,7.52205,8.53187,9.56009,10.5894,11.6124,12.6194,13.5942,14.5314,15.8389,17.0921,18.1411,19.0531,19.8382,20.5209,21.0991,21.5671,21.9314,22.1952,22.3376
investments,KOR,trillion*usd/yr,0.398834,0.465322,0.520391,0.553959,0.592005,0.625516,0.653278,0.675674,0.693202,0.706618,0.717673,0.727987,0.737596,0.745882,0.751688,0.754275,0.781336,0.804121,0.812795,0.820269,0.826634,0.832171,0.836864,0.840653,0.843597,0.845735,0.84694
investments,CHN,trillion*usd/yr,5.15204,6.95728,8.52018,9.61334,10.4935,11.3195,11.9671,12.4048,12.7133,12.9728,13.1795,13.3165,13.3884,13.4022,13.371,13.31,13.6341,13.9032,13.9345,13.9616,13.9848,14.0051,14.0227,14.0374,14.0497,14.0597,14.0677
investments,SEAS,trillion*usd/yr,0.62838,0.785659,0.952324,1.12981,1.31811,1.52035,1.73426,1.95664,2.18776,2.42851,2.67448,2.92037,3.16693,3.41696,3.66525,3.90406,4.24403,4.57349,4.8385,5.06616,5.25942,5.42486,5.56219,5.67025,5.75096,5.80538,5.82827
investments,INDO,trillion*usd/yr,0.365523,0.497789,0.634976,0.78492,0.941363,1.10485,1.27252,1.44021,1.60508,1.76552,1.92141,2.07349,2.2224,2.36726,2.50568,2.63693,2.84772,3.04515,3.2005,3.33413,3.44764,3.54489,3.62565,3.68919,3.73662,3.76855,3.78194
investments,JAP,trillion*usd/yr,0.903076,0.945707,0.981096,0.993234,0.991766,1.00919,1.0287,1.05043,1.07366,1.09756,1.12088,1.14262,1.16299,1.18207,1.19992,1.21683,1.27899,1.33357,1.36371,1.38996,1.41256,1.43214,1.44865,1.46197,1.4723,1.47974,1.48374
investments,OCE,trillion*usd/yr,0.244981,0.279547,0.313386,0.342328,0.365054,0.395898,0.433417,0.474329,0.517316,0.560262,0.604243,0.651605,0.699583,0.743598,0.784115,0.823407,0.893334,0.959218,1.00941,1.05314,1.09084,1.1236,1.15134,1.17381,1.19134,1.20408,1.21105
investments,RSAS,trillion*usd/yr,0.282451,0.371692,0.480028,0.608004,0.760969,0.944234,1.16011,1.41078,1.70051,2.03331,2.40975,2.82454,3.27713,3.76679,4.30141,4.88526,5.54606,6.23122,6.81665,7.32468,7.76208,8.14104,8.46104,8.71986,8.92127,9.06688,9.14464
investments,RSAF,trillion*usd/yr,0.100881,0.130932,0.164676,0.204726,0.256929,0.328705,0.424311,0.546776,0.699846,0.88708,1.1116,1.37604,1.6811,2.02905,2.42662,2.87284,3.40413,3.93117,4.38518,4.77861,5.11734,5.4105,5.65787,5.85797,6.01374,6.12631,6.18627
consumption,CAN,trillion*usd/yr,1.21385,1.33258,1.44421,1.5297,1.64631,1.79036,1.93506,2.0722,2.21398,2.37469,2.5521,2.7409,2.93483,3.12653,3.30988,3.47968,3.77527,4.06274,4.27301,4.45591,4.61333,4.74993,4.86539,4.95873,5.0313,5.08379,5.11214
consumption,USA,trillion*usd/yr,12.9665,14.4474,15.7893,16.7033,17.1341,18.0596,18.9587,19.8672,20.8176,21.8244,22.8316,23.7804,24.6648,25.4862,26.2397,26.9313,28.6342,30.2807,31.2393,32.0756,32.7977,33.4271,33.9621,34.3981,34.7411,34.9943,35.1403
consumption,MEX,trillion*usd/yr,1.53827,1.80008,2.06957,2.34134,2.64894,2.98276,3.34275,3.72625,4.13075,4.55479,5.00028,5.46962,5.95928,6.46436,6.98312,7.51183,8.259,8.9745,9.57536,10.0985,10.5494,10.9406,11.2713,11.5389,11.7471,11.8978,11.979
consumption,RCAM,trillion*usd/yr,0.790227,0.957665,1.14235,1.35345,1.59006,1.85681,2.1518,2.47259,2.82087,3.19934,3.60784,4.04535,4.50939,4.99659,5.50436,6.02841,6.79053,7.51195,8.12598,8.66061,9.12174,9.52205,9.86064,10.1349,10.3486,10.5036,10.5876
consumption,BRA,trillion*usd/yr,2.13067,2.49552,2.84671,3.1331,3.35683,3.64513,3.95353,4.28352,4.62272,4.95207,5.26036,5.53978,5.81326,6.11555,6.43119,6.7213,7.20796,7.67037,8.02142,8.32818,8.59344,8.82415,9.01971,9.17859,9.30296,9.39386,9.44454
consumption,RSAM,trillion*usd/yr,2.3612,2.83565,3.32437,3.81608,4.29154,4.83166,5.39916,6.02414,6.69206,7.36566,8.0319,8.69374,9.36414,10.0547,10.7456,11.4104,12.487,13.5082,14.3238,15.0351,15.6492,16.1836,16.6368,17.0048,17.2926,17.5027,17.6191
consumption,NAF,trillion*usd/yr,1.09515,1.40407,1.7689,2.15919,2.5778,3.03184,3.52097,4.04311,4.59887,5.1861,5.78708,6.38642,6.98632,7.58949,8.19063,8.78576,9.54847,10.3145,10.9396,11.478,11.9368,12.3311,12.6601,12.9213,13.119,13.2555,13.3185
consumption,WAF,trillion*usd/yr,0.936259,1.31007,1.80063,2.4301,3.24883,4.30622,5.66631,7.40446,9.57646,12.2111,15.3374,18.9865,23.1203,27.7502,33.0007,38.894,45.5784,52.1945,58.1479,63.314,67.7663,71.6258,74.8869,77.5275,79.5853,81.075,81.8725
consumption,EAF,trillion*usd/yr,0.421711,0.579598,0.786509,1.05245,1.40328,1.86655,2.46641,3.22737,4.17917,5.35084,6.76651,8.44262,10.3591,12.5421,15.0578,17.9319,21.0616,24.206,27.0041,29.4294,31.5179,33.3257,34.851,36.0842,37.0434,37.7355,38.1021
consumption,SAF,trillion*usd/yr,0.52885,0.643061,0.754342,0.859179,0.976776,1.09362,1.21142,1.33306,1.45905,1.58867,1.71886,1.84629,1.96959,2.08723,2.19568,2.29306,2.48519,2.66684,2.79624,2.90902,3.0063,3.09114,3.16324,3.22187,3.26781,3.30149,3.32041
consumption,WEU,trillion*usd/yr,11.3207,12.0895,12.933,13.6749,14.7046,15.7949,16.9324,18.1177,19.3816,20.7452,22.1477,23.5242,24.9003,26.3142,27.7269,29.0823,31.3467,33.547,35.1786,36.6023,37.8322,38.9038,39.814,40.5551,41.1371,41.5648,41.8067
consumption,CEU,trillion*usd/yr,1.95998,2.22384,2.4868,2.70725,2.94282,3.15596,3.3547,3.54941,3.75243,3.97072,4.18629,4.38139,4.56228,4.73961,4.91556,5.08804,5.40332,5.6957,5.90936,6.09642,6.25849,6.39985,6.52011,6.61829,6.69567,6.75289,6.78591
consumption,TUR,trillion*usd/yr,1.07049,1.27742,1.4754,1.69052,1.91328,2.14384,2.37968,2.61851,2.86097,3.10774,3.35418,3.59538,3.83106,4.0614,4.28612,4.50689,4.84694,5.16869,5.42391,5.6457,5.83633,6.00148,6.14069,6.25273,6.33925,6.40109,6.43326
consumption,UKR,trillion*usd/yr,0.406697,0.483524,0.558973,0.640056,0.718982,0.794874,0.871376,0.951463,1.03904,1.13656,1.23474,1.32384,1.40647,1.48692,1.56374,1.63497,1.76916,1.89573,1.98834,2.06918,2.13902,2.19994,2.25176,2.29396,2.32711,2.35149,2.36532
consumption,STAN,trillion*usd/yr,0.465382,0.626631,0.789357,0.948464,1.09448,1.2228,1.33374,1.43064,1.52967,1.6444,1.76093,1.86237,1.95655,2.05736,2.16373,2.2699,2.44366,2.60596,2.73173,2.84147,2.9362,3.01864,3.08855,3.14531,3.18969,3.22208,3.24003
consumption,RUS,trillion*usd/yr,2.33455,2.72789,3.03024,3.37439,3.67943,3.91777,4.12998,4.36035,4.62316,4.91674,5.20888,5.47382,5.71571,5.93919,6.15052,6.35922,6.83288,7.26061,7.54685,7.79772,8.01525,8.20504,8.36653,8.49845,8.60249,8.67953,8.72427
consumption,ME,trillion*usd/yr,2.92593,3.5714,4.2097,4.93416,5.67306,6.41355,7.16443,7.93974,8.76184,9.64627,10.5715,11.514,12.4752,13.4581,14.4614,15.4828,17.0064,18.5063,19.6702,20.6807,21.5492,22.3003,22.9326,23.4414,23.8344,24.1153,24.2612
